Id,Category
727,8
728,5
729,2
730,4
731,4
732,8
733,2
734,1
735,6
736,1
737,1
738,6
739,6
740,9
741,1
742,6
743,4
744,1
745,1
746,9
747,5
748,6
749,7
750,8
751,0
752,7
753,3
754,9
755,2
756,8
757,7
758,1
759,7
760,5
761,3
762,1
763,8
764,0
765,9
766,3
767,6
768,6
769,9
770,9
771,7
772,7
773,7
774,1
775,3
776,3
777,1
778,0
779,0
780,9
781,1
782,0
783,4
784,4
785,2
786,3
787,7
788,7
789,0
790,7
791,5
792,0
793,7
794,6
795,9
796,7
797,5
798,1
799,9
800,3
801,9
802,8
803,5
804,0
805,3
806,9
807,1
808,6
809,2
810,7
811,4
812,1
813,9
814,4
815,3
816,1
817,9
818,8
819,0
820,2
821,0
822,8
823,3
824,0
825,6
826,6
827,2
828,5
829,0
830,6
831,6
832,3
833,4
834,1
835,1
836,9
837,8
838,9
839,6
840,2
841,0
842,1
843,6
844,1
845,0
846,9
847,7
848,0
849,9
850,3
851,2
852,3
853,6
854,7
855,3
856,7
857,2
858,3
859,5
860,0
861,3
862,4
863,5
864,8
865,1
866,8
867,6
868,4
869,2
870,4
871,1
872,5
873,9
874,2
875,7
876,9
877,3
878,2
879,2
880,0
881,7
882,8
883,3
884,8
885,1
886,5
887,7
888,4
889,8
890,1
891,8
892,6
893,9
894,6
895,6
896,2
897,3
898,5
899,6
900,7
901,9
902,2
903,2
904,0
905,7
906,4
907,0
908,6
909,7
910,9
911,0
912,6
913,7
914,6
915,9
916,9
917,3
918,1
919,6
920,6
921,1
922,7
923,6
924,9
925,5
926,7
927,3
928,2
929,5
930,3
931,0
932,5
933,4
934,3
935,4
936,8
937,7
938,5
939,3
940,3
941,6
942,7
943,9
944,7
945,2
946,5
947,1
948,6
949,0
950,6
951,4
952,6
953,7
954,3
955,8
956,1
957,6
958,2
959,0
960,8
961,4
962,0
963,2
964,4
965,6
966,7
967,2
968,2
969,8
970,1
971,4
972,6
973,9
974,2
975,9
976,1
977,7
978,2
979,1
980,2
981,8
982,1
983,7
984,6
985,4
986,1
987,8
988,1
989,2
990,1
991,3
992,5
993,3
994,9
995,9
996,3
997,9
998,5
999,2
1000,0
1001,3
1002,7
1003,7
1004,0
1005,6
1006,5
1007,9
1008,4
1009,6
1010,9
1011,3
1012,4
1013,4
1014,5
1015,1
1016,1
1017,1
1018,1
1019,2
1020,8
1021,6
1022,8
1023,3
1024,3
1025,8
1026,8
1027,4
1028,4
1029,4
1030,9
1031,6
1032,7
1033,3
1034,1
1035,7
1036,4
1037,7
1038,1
1039,0
1040,8
1041,1
1042,1
1043,2
1044,6
1045,4
1046,5
1047,3
1048,4
1049,0
1050,5
1051,9
1052,0
1053,5
1054,4
1055,0
1056,7
1057,1
1058,7
1059,1
1060,2
1061,5
1062,4
1063,2
1064,0
1065,2
1066,5
1067,5
1068,9
1069,9
1070,6
1071,1
1072,8
1073,1
1074,7
1075,0
1076,1
1077,0
1078,6
1079,4
1080,5
1081,6
1082,1
1083,2
1084,9
1085,1
1086,8
1087,6
1088,3
1089,1
1090,2
1091,2
1092,9
1093,1
1094,9
1095,3
1096,3
1097,2
1098,3
1099,6
1100,7
1101,3
1102,1
1103,6
1104,6
1105,3
1106,7
1107,7
1108,9
1109,3
1110,2
1111,4
1112,9
1113,2
1114,5
1115,8
1116,5
1117,3
1118,3
1119,3
1120,0
1121,9
1122,0
1123,1
1124,4
1125,7
1126,2
1127,4
1128,3
1129,7
1130,5
1131,2
1132,3
1133,4
1134,6
1135,3
1136,6
1137,9
1138,9
1139,0
1140,4
1141,7
1142,2
1143,2
1144,8
1145,0
1146,2
1147,6
1148,2
1149,1
1150,6
1151,8
1152,7
1153,6
1154,5
1155,3
1156,3
1157,8
1158,0
1159,5
1160,1
1161,4
1162,8
1163,7
1164,3
1165,7
1166,1
1167,5
1168,4
1169,1
1170,1
1171,0
1172,4
1173,9
1174,5
1175,4
1176,2
1177,2
1178,2
1179,7
1180,7
1181,9
1182,6
1183,6
1184,9
1185,9
1186,5
1187,1
1188,4
1189,4
1190,7
1191,3
1192,2
1193,8
1194,3
1195,6
1196,1
1197,2
1198,9
1199,2
1200,7
1201,4
1202,0
1203,7
1204,6
1205,6
1206,0
1207,3
1208,6
1209,3
1210,0
1211,2
1212,2
1213,0
1214,4
1215,0
1216,1
1217,0
1218,2
1219,5
1220,5
1221,3
1222,2
1223,1
1224,9
1225,2
1226,2
1227,9
1228,7
1229,8
1230,0
1231,7
1232,3
1233,7
1234,3
1235,3
1236,1
1237,3
1238,5
1239,3
1240,2
1241,7
1242,2
1243,7
1244,4
1245,1
1246,9
1247,8
1248,7
1249,4
1250,8
1251,4
1252,6
1253,1
1254,4
1255,8
1256,5
1257,4
1258,2
1259,5
1260,1
1261,6
1262,1
1263,4
1264,0
1265,0
1266,4
1267,4
1268,6
1269,8
1270,7
1271,0
1272,5
1273,0
1274,3
1275,5
1276,0
1277,8
1278,5
1279,9
1280,9
1281,3
1282,5
1283,4
1284,9
1285,4
1286,0
1287,5
1288,1
1289,1
1290,4
1291,0
1292,4
1293,3
1294,4
1295,9
1296,1
1297,4
1298,1
1299,4
1300,7
1301,5
1302,6
1303,6
1304,5
1305,1
1306,4
1307,7
1308,3
1309,4
1310,5
1311,1
1312,9
1313,5
1314,1
1315,9
1316,5
1317,8
1318,2
1319,5
1320,0
1321,9
1322,0
1323,6
1324,5
1325,6
1326,0
1327,3
1328,0
1329,2
1330,7
1331,6
1332,3
1333,3
1334,4
1335,1
1336,8
1337,9
1338,4
1339,5
1340,5
1341,6
1342,6
1343,1
1344,7
1345,7
1346,4
1347,7
1348,2
1349,4
1350,1
1351,3
1352,0
1353,3
1354,5
1355,9
1356,4
1357,4
1358,5
1359,8
1360,0
1361,1
1362,9
1363,0
1364,8
1365,0
1366,2
1367,3
1368,4
1369,4
1370,0
1371,5
1372,2
1373,1
1374,9
1375,7
1376,2
1377,1
1378,7
1379,0
1380,8
1381,8
1382,1
1383,4
1384,3
1385,6
1386,0
1387,2
1388,6
1389,7
1390,2
1391,1
1392,3
1393,4
1394,7
1395,0
1396,2
1397,0
1398,6
1399,5
1400,9
1401,9
1402,3
1403,3
1404,8
1405,1
1406,5
1407,4
1408,9
1409,1
1410,4
1411,8
1412,2
1413,4
1414,6
1415,4
1416,9
1417,1
1418,5
1419,9
1420,9
1421,8
1422,4
1423,3
1424,1
1425,6
1426,8
1427,0
1428,7
1429,2
1430,9
1431,3
1432,2
1433,4
1434,8
1435,4
1436,0
1437,3
1438,3
1439,8
1440,8
1441,6
1442,1
1443,4
1444,6
1445,1
1446,8
1447,3
1448,4
1449,2
1450,7
1451,9
1452,8
1453,6
1454,1
1455,2
1456,4
1457,7
1458,7
1459,3
1460,2
1461,3
1462,0
1463,4
1464,9
1465,2
1466,1
1467,2
1468,6
1469,6
1470,7
1471,5
1472,7
1473,3
1474,3
1475,5
1476,2
1477,9
1478,9
1479,4
1480,4
1481,1
1482,6
1483,6
1484,2
1485,4
1486,7
1487,1
1488,2
1489,6
1490,9
1491,6
1492,5
1493,9
1494,8
1495,6
1496,7
1497,9
1498,0
1499,9
1500,0
1501,5
1502,8
1503,4
1504,5
1505,5
1506,9
1507,8
1508,2
1509,6
1510,4
1511,3
1512,1
1513,4
1514,5
1515,8
1516,6
1517,6
1518,4
1519,8
1520,5
1521,7
1522,5
1523,2
1524,6
1525,6
1526,2
1527,6
1528,0
1529,3
1530,8
1531,1
1532,2
1533,8
1534,8
1535,2
1536,2
1537,7
1538,4
1539,1
1540,4
1541,0
1542,7
1543,6
1544,3
1545,3
1546,0
1547,7
1548,2
1549,6
1550,2
1551,6
1552,2
1553,8
1554,2
1555,4
1556,0
1557,2
1558,9
1559,6
1560,2
1561,4
1562,8
1563,0
1564,6
1565,2
1566,8
1567,2
1568,8
1569,6
1570,6
1571,7
1572,0
1573,3
1574,1
1575,5
1576,5
1577,0
1578,3
1579,1
1580,3
1581,9
1582,6
1583,1
1584,8
1585,3
1586,3
1587,7
1588,3
1589,5
1590,4
1591,5
1592,7
1593,3
1594,4
1595,9
1596,4
1597,1
1598,8
1599,0
1600,0
1601,9
1602,6
1603,6
1604,5
1605,6
1606,2
1607,2
1608,1
1609,7
1610,1
1611,5
1612,6
1613,2
1614,6
1615,4
1616,3
1617,3
1618,9
1619,0
1620,4
1621,2
1622,2
1623,6
1624,3
1625,2
1626,3
1627,5
1628,1
1629,2
1630,1
1631,7
1632,7
1633,3
1634,6
1635,4
1636,1
1637,9
1638,8
1639,0
1640,4
1641,5
1642,7
1643,3
1644,1
1645,4
1646,3
1647,0
1648,7
1649,0
1650,4
1651,0
1652,3
1653,2
1654,4
1655,6
1656,3
1657,9
1658,7
1659,7
1660,6
1661,2
1662,6
1663,1
1664,3
1665,7
1666,6
1667,6
1668,0
1669,8
1670,7
1671,9
1672,9
1673,0
1674,5
1675,9
1676,1
1677,4
1678,4
1679,0
1680,7
1681,7
1682,9
1683,9
1684,9
1685,9
1686,6
1687,3
1688,8
1689,8
1690,8
1691,8
1692,3
1693,1
1694,4
1695,2
1696,1
1697,6
1698,6
1699,3
1700,6
1701,6
1702,2
1703,3
1704,4
1705,8
1706,2
1707,7
1708,4
1709,8
1710,7
1711,9
1712,3
1713,6
1714,0
1715,6
1716,9
1717,9
1718,7
1719,5
1720,1
1721,1
1722,0
1723,2
1724,4
1725,4
1726,9
1727,7
1728,2
1729,6
1730,9
1731,9
1732,3
1733,9
1734,8
1735,5
1736,4
1737,1
1738,0
1739,6
1740,5
1741,9
1742,2
1743,2
1744,7
1745,3
1746,7
1747,4
1748,9
1749,3
1750,9
1751,6
1752,4
1753,5
1754,1
1755,6
1756,5
1757,7
1758,1
1759,6
1760,3
1761,4
1762,0
1763,8
1764,7
1765,1
1766,4
1767,8
1768,1
1769,2
1770,1
1771,8
1772,1
1773,0
1774,8
1775,1
1776,5
1777,3
1778,0
1779,1
1780,1
1781,2
1782,9
1783,3
1784,9
1785,7
1786,2
1787,4
1788,1
1789,6
1790,9
1791,8
1792,3
1793,2
1794,7
1795,8
1796,9
1797,7
1798,1
1799,1
1800,9
1801,4
1802,0
1803,1
1804,5
1805,0
1806,4
1807,7
1808,1
1809,1
1810,0
1811,8
1812,9
1813,9
1814,1
1815,0
1816,3
1817,7
1818,7
1819,1
1820,5
1821,3
1822,9
1823,6
1824,9
1825,0
1826,8
1827,0
1828,0
1829,8
1830,3
1831,4
1832,1
1833,3
1834,0
1835,7
1836,5
1837,5
1838,0
1839,3
1840,0
1841,0
1842,2
1843,6
1844,6
1845,1
1846,0
1847,1
1848,6
1849,3
1850,0
1851,1
1852,9
1853,1
1854,9
1855,7
1856,5
1857,7
1858,2
1859,6
1860,5
1861,6
1862,6
1863,1
1864,7
1865,9
1866,9
1867,0
1868,4
1869,9
1870,4
1871,2
1872,5
1873,5
1874,8
1875,6
1876,6
1877,0
1878,5
1879,6
1880,4
1881,9
1882,0
1883,0
1884,4
1885,1
1886,2
1887,3
1888,7
1889,5
1890,3
1891,2
1892,4
1893,7
1894,1
1895,6
1896,6
1897,4
1898,9
1899,9
1900,2
1901,8
1902,2
1903,6
1904,4
1905,1
1906,3
1907,2
1908,9
1909,9
1910,5
1911,4
1912,0
1913,7
1914,3
1915,3
1916,0
1917,1
1918,1
1919,4
1920,5
1921,6
1922,4
1923,5
1924,6
1925,8
1926,0
1927,1
1928,6
1929,3
1930,6
1931,4
1932,1
1933,2
1934,3
1935,8
1936,5
1937,7
1938,7
1939,6
1940,5
1941,5
1942,4
1943,5
1944,6
1945,5
1946,9
1947,6
1948,1
1949,6
1950,6
1951,0
1952,9
1953,4
1954,5
1955,5
1956,7
1957,5
1958,7
1959,6
1960,4
1961,4
1962,3
1963,1
1964,2
1965,3
1966,2
1967,8
1968,5
1969,0
1970,8
1971,3
1972,4
1973,2
1974,5
1975,4
1976,7
1977,7
1978,8
1979,3
1980,9
1981,2
1982,4
1983,0
1984,0
1985,8
1986,0
1987,7
1988,0
1989,3
1990,1
1991,4
1992,7
1993,0
1994,4
1995,6
1996,5
1997,1
1998,5
1999,6
2000,5
2001,3
2002,9
2003,4
2004,1
2005,4
2006,4
2007,1
2008,7
2009,7
2010,7
2011,5
2012,9
2013,3
2014,5
2015,9
2016,1
2017,3
2018,5
2019,2
2020,6
2021,3
2022,6
2023,2
2024,1
2025,8
2026,5
2027,3
2028,3
2029,0
2030,6
2031,0
2032,1
2033,5
2034,0
2035,8
2036,5
2037,1
2038,5
2039,7
2040,3
2041,7
2042,9
2043,9
2044,3
2045,2
2046,6
2047,5
2048,2
2049,1
2050,8
2051,5
2052,3
2053,6
2054,9
2055,4
2056,1
2057,5
2058,7
2059,6
2060,1
2061,5
2062,1
2063,3
2064,0
2065,3
2066,4
2067,7
2068,0
2069,0
2070,3
2071,0
2072,8
2073,2
2074,4
2075,9
2076,1
2077,6
2078,9
2079,6
2080,9
2081,3
2082,5
2083,3
2084,2
2085,0
2086,7
2087,3
2088,1
2089,7
2090,7
2091,1
2092,9
2093,0
2094,0
2095,5
2096,8
2097,0
2098,6
2099,5
2100,9
2101,8
2102,9
2103,8
2104,2
2105,1
2106,3
2107,9
2108,9
2109,3
2110,5
2111,2
2112,5
2113,6
2114,0
2115,0
2116,6
2117,9
2118,7
2119,1
2120,3
2121,8
2122,1
2123,9
2124,9
2125,9
2126,1
2127,5
2128,3
2129,5
2130,2
2131,6
2132,3
2133,9
2134,2
2135,0
2136,3
2137,3
2138,6
2139,7
2140,4
2141,5
2142,1
2143,6
2144,7
2145,3
2146,6
2147,4
2148,4
2149,0
2150,7
2151,0
2152,6
2153,0
2154,2
2155,8
2156,3
2157,4
2158,3
2159,3
2160,8
2161,9
2162,1
2163,9
2164,0
2165,2
2166,6
2167,6
2168,7
2169,7
2170,6
2171,5
2172,1
2173,1
2174,5
2175,9
2176,1
2177,5
2178,3
2179,8
2180,3
2181,3
2182,0
2183,2
2184,9
2185,9
2186,8
2187,5
2188,9
2189,3
2190,7
2191,9
2192,3
2193,7
2194,0
2195,9
2196,0
2197,6
2198,0
2199,2
2200,5
2201,6
2202,2
2203,9
2204,3
2205,8
2206,8
2207,1
2208,4
2209,8
2210,4
2211,1
2212,3
2213,6
2214,1
2215,0
2216,9
2217,8
2218,5
2219,9
2220,2
2221,2
2222,2
2223,4
2224,8
2225,4
2226,1
2227,9
2228,2
2229,4
2230,6
2231,5
2232,4
2233,7
2234,6
2235,5
2236,7
2237,6
2238,1
2239,1
2240,6
2241,9
2242,5
2243,5
2244,0
2245,8
2246,8
2247,5
2248,5
2249,0
2250,5
2251,2
2252,3
2253,2
2254,9
2255,2
2256,7
2257,0
2258,0
2259,8
2260,8
2261,9
2262,9
2263,4
2264,2
2265,4
2266,5
2267,9
2268,6
2269,4
2270,8
2271,5
2272,7
2273,6
2274,9
2275,5
2276,8
2277,4
2278,8
2279,3
2280,4
2281,4
2282,3
2283,0
2284,0
2285,3
2286,4
2287,6
2288,1
2289,4
2290,7
2291,7
2292,5
2293,6
2294,3
2295,8
2296,9
2297,9
2298,1
2299,7
2300,1
2301,4
2302,8
2303,3
2304,8
2305,9
2306,1
2307,8
2308,2
2309,4
2310,6
2311,8
2312,5
2313,0
2314,3
2315,3
2316,1
2317,0
2318,7
2319,7
2320,8
2321,5
2322,8
2323,6
2324,4
2325,0
2326,9
2327,1
2328,9
2329,8
2330,3
2331,0
2332,8
2333,7
2334,8
2335,2
2336,2
2337,7
2338,5
2339,5
2340,9
2341,9
2342,5
2343,7
2344,5
2345,2
2346,0
2347,2
2348,0
2349,5
2350,0
2351,2
2352,1
2353,4
2354,4
2355,6
2356,2
2357,0
2358,1
2359,4
2360,8
2361,5
2362,9
2363,4
2364,9
2365,6
2366,0
2367,0
2368,8
2369,9
2370,2
2371,1
2372,5
2373,1
2374,5
2375,4
2376,6
2377,1
2378,8
2379,2
2380,5
2381,7
2382,8
2383,8
2384,7
2385,3
2386,7
2387,1
2388,0
2389,1
2390,2
2391,7
2392,7
2393,9
2394,7
2395,4
2396,8
2397,6
2398,6
2399,5
2400,0
2401,2
2402,6
2403,2
2404,2
2405,7
2406,0
2407,2
2408,4
2409,9
2410,4
2411,0
2412,6
2413,8
2414,5
2415,3
2416,5
2417,5
2418,1
2419,2
2420,6
2421,0
2422,9
2423,0
2424,6
2425,0
2426,2
2427,1
2428,7
2429,1
2430,4
2431,0
2432,5
2433,0
2434,6
2435,1
2436,9
2437,6
2438,5
2439,6
2440,1
2441,1
2442,6
2443,4
2444,7
2445,8
2446,6
2447,1
2448,4
2449,7
2450,6
2451,5
2452,4
2453,0
2454,7
2455,9
2456,3
2457,0
2458,5
2459,0
2460,5
2461,6
2462,5
2463,6
2464,1
2465,6
2466,9
2467,1
2468,9
2469,2
2470,0
2471,1
2472,2
2473,6
2474,3
2475,4
2476,6
2477,4
2478,6
2479,8
2480,4
2481,6
2482,8
2483,2
2484,4
2485,8
2486,6
2487,1
2488,5
2489,4
2490,2
2491,7
2492,1
2493,7
2494,6
2495,6
2496,9
2497,0
2498,0
2499,6
2500,8
2501,1
2502,4
2503,8
2504,6
2505,0
2506,5
2507,1
2508,7
2509,5
2510,9
2511,9
2512,7
2513,8
2514,5
2515,1
2516,4
2517,5
2518,7
2519,0
2520,4
2521,6
2522,4
2523,0
2524,5
2525,4
2526,6
2527,9
2528,6
2529,5
2530,2
2531,6
2532,0
2533,5
2534,4
2535,1
2536,9
2537,1
2538,5
2539,2
2540,0
2541,2
2542,6
2543,2
2544,7
2545,4
2546,3
2547,8
2548,0
2549,3
2550,0
2551,4
2552,5
2553,5
2554,2
2555,1
2556,9
2557,3
2558,9
2559,8
2560,2
2561,6
2562,5
2563,7
2564,6
2565,4
2566,0
2567,0
2568,1
2569,1
2570,6
2571,3
2572,2
2573,4
2574,0
2575,2
2576,9
2577,7
2578,3
2579,8
2580,6
2581,0
2582,3
2583,3
2584,1
2585,6
2586,1
2587,9
2588,3
2589,5
2590,8
2591,2
2592,4
2593,1
2594,8
2595,0
2596,1
2597,8
2598,3
2599,5
2600,9
2601,3
2602,0
2603,0
2604,1
2605,9
2606,1
2607,3
2608,1
2609,2
2610,9
2611,7
2612,8
2613,9
2614,0
2615,9
2616,0
2617,5
2618,2
2619,5
2620,5
2621,3
2622,2
2623,3
2624,0
2625,1
2626,0
2627,8
2628,3
2629,2
2630,4
2631,8
2632,4
2633,3
2634,7
2635,3
2636,0
2637,8
2638,6
2639,4
2640,3
2641,9
2642,9
2643,2
2644,7
2645,2
2646,3
2647,8
2648,5
2649,1
2650,0
2651,0
2652,8
2653,5
2654,2
2655,6
2656,0
2657,4
2658,2
2659,9
2660,1
2661,6
2662,2
2663,1
2664,0
2665,5
2666,8
2667,5
2668,4
2669,7
2670,5
2671,3
2672,3
2673,2
2674,5
2675,9
2676,7
2677,1
2678,2
2679,8
2680,7
2681,0
2682,2
2683,3
2684,8
2685,1
2686,2
2687,3
2688,3
2689,0
2690,7
2691,3
2692,3
2693,6
2694,7
2695,2
2696,1
2697,9
2698,2
2699,3
2700,0
2701,8
2702,4
2703,5
2704,8
2705,4
2706,4
2707,9
2708,7
2709,1
2710,2
2711,7
2712,3
2713,6
2714,8
2715,8
2716,0
2717,6
2718,3
2719,0
2720,7
2721,1
2722,7
2723,2
2724,1
2725,2
2726,5
2727,9
2728,8
2729,3
2730,4
2731,8
2732,5
2733,0
2734,2
2735,2
2736,3
2737,0
2738,4
2739,8
2740,9
2741,5
2742,7
2743,5
2744,0
2745,2
2746,7
2747,6
2748,7
2749,6
2750,4
2751,2
2752,8
2753,0
2754,0
2755,3
2756,5
2757,7
2758,2
2759,8
2760,5
2761,9
2762,1
2763,7
2764,8
2765,7
2766,5
2767,4
2768,5
2769,1
2770,8
2771,7
2772,4
2773,4
2774,4
2775,2
2776,3
2777,6
2778,6
2779,3
2780,2
2781,4
2782,0
2783,1
2784,6
2785,0
2786,7
2787,9
2788,4
2789,7
2790,4
2791,6
2792,5
2793,6
2794,4
2795,4
2796,3
2797,5
2798,0
2799,1
2800,3
2801,9
2802,4
2803,7
2804,0
2805,7
2806,3
2807,6
2808,1
2809,4
2810,0
2811,7
2812,9
2813,5
2814,8
2815,5
2816,7
2817,2
2818,0
2819,8
2820,4
2821,7
2822,6
2823,6
2824,1
2825,5
2826,9
2827,5
2828,8
2829,9
2830,7
2831,1
2832,7
2833,3
2834,3
2835,2
2836,3
2837,8
2838,4
2839,0
2840,3
2841,2
2842,3
2843,1
2844,1
2845,5
2846,3
2847,0
2848,8
2849,6
2850,6
2851,7
2852,8
2853,2
2854,8
2855,1
2856,3
2857,1
2858,9
2859,2
2860,5
2861,5
2862,2
2863,3
2864,0
2865,2
2866,6
2867,4
2868,8
2869,0
2870,0
2871,1
2872,3
2873,7
2874,0
2875,7
2876,6
2877,9
2878,1
2879,8
2880,6
2881,9
2882,3
2883,6
2884,1
2885,5
2886,7
2887,8
2888,0
2889,6
2890,0
2891,4
2892,4
2893,8
2894,2
2895,7
2896,1
2897,1
2898,0
2899,2
2900,9
2901,5
2902,3
2903,2
2904,3
2905,1
2906,1
2907,7
2908,5
2909,8
2910,2
2911,4
2912,1
2913,1
2914,2
2915,6
2916,9
2917,8
2918,3
2919,8
2920,0
2921,8
2922,1
2923,3
2924,9
2925,3
2926,8
2927,9
2928,8
2929,0
2930,1
2931,7
2932,6
2933,8
2934,6
2935,8
2936,7
2937,0
2938,5
2939,1
2940,6
2941,6
2942,1
2943,0
2944,1
2945,2
2946,7
2947,3
2948,0
2949,6
2950,5
2951,8
2952,0
2953,6
2954,5
2955,4
2956,0
2957,1
2958,8
2959,0
2960,0
2961,8
2962,7
2963,1
2964,3
2965,6
2966,6
2967,8
2968,2
2969,2
2970,3
2971,7
2972,4
2973,7
2974,2
2975,0
2976,4
2977,1
2978,0
2979,0
2980,9
2981,9
2982,1
2983,8
2984,0
2985,1
2986,5
2987,3
2988,4
2989,4
2990,7
2991,8
2992,8
2993,2
2994,8
2995,1
2996,1
2997,2
